1.1.26	Hamiləlik testi
1.1.27	Elektrokardioqrafiya müayinəsi
1.1.28	Ön rinoskopiya
1.1.29	Farinqoskopiya
1.1.3	Milli Peyvənd Təqviminə əsasən immunizasiya tədbirlərinin aparılması
1.1.30	Otoskopiya
1.1.31	Hamilə qadınlara müəyyən olunmuş tibbi standartalara əsasən, təsdiqlənmiş kliniki protokollara uyğun mama-ginekoloji yardımın göstərilməsi
1.1.32	Hamiləlik dövründə baş verə biləcək fəsadların qarşısının alınması, ana və uşaqların sağlamlığının mühafizəsi məqsədilə hamilə qadınlara dispanser nəzarətin aparılması
1.1.33	Qadınlara hamiləlik dövründə, doğuşdan sonrakı dövrdə zahı qadınların müşahidəsi və tələb olunan hallarda müalicə üçün göndərişlərin verilməsi
1.1.34	Ailə planlaşdırılması xidmətinin təşkil edilməsi
1.1.35	Reproduktiv sağlamlığın mühafizəsi, ana ölümü və perinatal xəstəliklərin profilaktikası haqqında əhalinin sanitar mədəniyyətinin artırılması istiqamətində tədbirlərin həyata keçirilməsi
1.1.4	Yoluxucu xəstəliklər mənbəyində xəstə ilə təmasda olan şəxslər arasında profilaktik müayinələrin aparılması və/və ya ehtiyac yaranarsa, müvafiq ixtisas həkiminə göndərişlərin verilməsi
1.1.5	Müvafiq normativ hüquqi aktlara əsasən yenidoğulmuşlara ixtisaslı müdaxilə tələb etməyən hallarda müalicə və müşahidənin aparılması
1.1.6	Ana südü ilə qidalanmaya dair məsləhətlərin verilməsi
1.1.7	Xronik xəstəliklərin idarə edilməsi məqsədilə xəstələrin dövri müayinələrinin təşkili və müvafiq məsləhətlərin verilməsi
1.1.8	Xronik xəstəliklərin kəskinləşməsinin erkən aşkarlanması məqsədilə ixtisaslı müdaxilə tələb etməyən hallarda müalicə və müşahidənin aparılması
1.1.9	Ailə həkiminin səlahiyyətləri çərçivəsində xronik xəstəliklərin idarə edilməsi məqsədilə həkim-mütəxəssis tərəfindən təyin edilmiş müalicə kursunun həyata keçirilməsi
1.2.1	Təcili yardım briqadasının çağırılması (şəhəriçi)
1.2.2	Tibbi təxliyə, feldşer müşayiəti ilə (şəhəriçi)
1.2.3	Təcili yardım briqadasının eyni xəstəliyə görə tələb olunan təkrar - aktiv çağırışı, xəstəyə baxışı
1.2.4	Şəhərdən kənara təcili yardım briqadasının çağırılması _x000D_ (60 km məsafəyədək)
1.2.5	Şəhərdən kənara təcili yardım briqadasının çağırılması _x000D_ (160 km məsafəyədək)
1.2.6	Şəhərdən kənara təcili yardım briqadasının çağırılması _x000D_ (500 km məsafəyədək və artıq)
2.1.1	İxtisaslı həkim müayinəsi
2.1.10	Həkim-oftalmoloqun müayinəsi (Keratopoqrafiya ilə)
2.1.100	Bel fəqərələri rentgenoqrafiyası (oblik, sol; bir proyeksiyalı)
2.1.101	Bel fəqərələri rentgenoqrafiyası (iki proyeksiyalı)
2.1.102	Bel fəqərələri rentgenoqrafiyası (dörd proyeksiyalı)
2.1.103	Büzdüm fəqərələri rentgenoqrafiyası (ön-arxa; bir proyeksiyalı)
2.1.104	Büzdüm fəqərələri rentgenoqrafiyası (lateral; bir proyeksiyalı)
2.1.105	Büzdüm fəqərələri rentgenoqrafiyası (iki proyeksiyalı)
2.1.106	Oma büzdüm sümükləri rentgenoqrafiyası (ön-arxa; bir proyeksiyalı)
2.1.107	Oma büzdüm fəqərələri rentgenoqrafiyası (oblik, sağ; bir proyeksiyalı)
2.1.108	Oma büzdüm sümükləri rentgenoqrafiyası (oblik, sol; bir proyeksiyalı)
2.1.109	Çanaq sümükləri rentgenoqrafiyası (ön-arxa; bir proyeksiyalı)
2.1.11	Həkim-nevropatoloqun müayinəsi (EEQ ilə)
2.1.110	Bud-çanaq oynaqları rentgenoqrafiyası (ön-arxa, sağ; bir proyeksiyalı)
2.1.111	Bud-çanaq oynaqları rentgenoqrafiyası (ön-arxa, sol; bir proyeksiyalı)
2.1.112	Bud-çanaq oynaqları rentgenoqrafiyası (iki proyeksiyalı)
2.1.113	Bud-çanaq oynaqları rentgenoqrafiyası, qarşılaşdırmalı
2.1.114	Bud-çanaq oynağı rentgenoqrafiyası (daxilə rotasiya, sağ)
2.1.115	Bud-çanaq oynaqları rentgenoqrafiyası (daxilə rotasiya, sol)
2.1.116	Bud-çanaq oynaqları rentgenoqrafiyası (daxilə rotasiya, qarşılaşdırmalı)
2.1.117	Bud-çanaq oynaqları rentgenoqrafiyası (xaricə rotasiya, sağ)
2.1.118	Bud-çanaq oynaqları rentgenoqrafiyası (xaricə rotasiya, sol)
2.1.119	Bud-çanaq oynaqları rentgenoqrafiyası (xaricə rotasiya, qarşılaşdırmalı)
2.1.12	Həkim-qastroenteroloqun müayinəsi (Ezofaqoqastroduodenoskopiya ilə)
2.1.120	Bud-çanaq oynaqları rentgenoqrafiyası (ön-arxa, lateral; iki proyeksiyalı)
2.1.121	Oma-qalça oynağı rentgenoqrafiyası (oblik, sağ)
2.1.122	Oma-qalça oynağı rentgenoqrafiyası (oblik, sol)
2.1.123	Oma-qalça oynağı rentgenoqrafiyası (ön-arxa)
2.1.124	Bud sümüyü rentgenoqrafiyası (ön-arxa, sağ)
2.1.125	Bud sümüyü rentgenoqrafiyası (ön-arxa, sol)
2.1.126	Bud sümüyü rentgenoqrafiyası (lateral, sağ)
2.1.127	Bud sümüyü rentgenoqrafiyası (lateral, sol)
2.1.128	Bud sümüyü rentgenoqrafiyası (sağ, iki proyeksiyalı)
2.1.129	Bud sümüyü rentgenoqrafiyası (sol, iki proyeksiyalı)
2.1.13	Qan donorunun müayinəsi
2.1.130	Diz oynağı rentgenoqrafiyası (ön-arxa, sağ)
2.1.131	Diz oynağı rentgenoqrafiyası (ön-arxa, sol)
2.1.132	Diz oynağı rentgenoqrafiyası (lateral, sağ)
2.1.133	Diz oynağı rentgenoqrafiyası (lateral, sol)
2.1.134	Diz oynağı rentgenoqrafiyası (sağ, iki proyeksiyalı)
2.1.135	Diz oynağı rentgenoqrafiyası (sol, iki proyeksiyalı)
2.1.136	Diz oynağının tunel rentgenoqrafiyası (sağ)
2.1.137	Diz oynağının tunel rentgenoqrafiyası (sol)
2.1.138	Patella tanjansiyel rentgenoqrafiyası (sağ)
2.1.139	Patella tanjansiyel rentgenoqrafiyası (sol)
2.1.14	Alın burun boşluqları rentgenoqrafiyası (iki proyeksiyalı) dinamika
2.1.140	Baldır sümüklərinin rentgenoqrafiyası (ön-arxa, sağ; bir proyeksiyalı)
2.1.141	Baldır sümüyü rentgenoqrafiyası (ön-arxa, sol; bir proyeksiyalı)
2.1.142	Baldır sümüyü rentgenoqrafiyası (lateral, sağ; bir proyeksiyalı)
2.1.143	Baldır sümüyü rentgenoqrafiyası (lateral, sol; bir proyeksiyalı)
2.1.144	Baldır sümüyü rentgenoqrafiyası (sağ, iki proyeksiyalı)
2.1.145	Baldır sümüyü rentgenoqrafiyası (sol, iki proyeksiyalı)
2.1.146	Topuq nahiyəsinin rentgenoqrafiyası (ön-arxa, sağ; bir proyeksiyalı)
2.1.147	Topuq nahiyəsinin rentgenoqrafiyası (ön-arxa, sol; bir proyeksiyalı)
2.1.148	Topuq nahiyəsinin rentgenoqrafiyası (lateral, sağ; bir proyeksiyalı)
2.1.149	Topuq nahiyəsinin rentgenoqrafiyası (lateral, sol; bir proyeksiyalı)
2.1.15	Burun sümüyü rentgenoqrafiyası (bir proyeksiyalı)
2.1.150	Topuq nahiyəsinin rentgenoqrafiyası (sağ, iki proyeksiyalı)
2.1.151	Topuq nahiyəsinin rentgenoqrafiyası (sol, iki proyeksiyalı)
2.1.152	Pəncə rentgenoqrafiyası (ön-arxa, sağ; bir proyeksiyalı)
2.1.153	Pəncə rentgenoqrafiyası (ön-arxa, sol; bir proyeksiyalı)
2.1.154	Pəncə rentgenoqrafiyası (lateral, sağ; bir proyeksiyalı)
2.1.155	Pəncə rentgenoqrafiyası (lateral, sol; bir proyeksiyalı)
2.1.156	Pəncə rentgenoqrafiyası (sağ, iki proyeksiyalı)
2.1.157	Pəncə rentgenoqrafiyası (sol, iki proyeksiyalı)
2.1.158	Pəncə rentgenoqrafiyası (ön-arxa, lateral, oblik, sol; üç proyeksiyalı)
2.1.159	Pəncə rentgenoqrafiyası (ön-arxa, lateral, oblik, sağ; üç proyeksiyalı)
2.1.16	Orbita rentgenoqrafiyası (bir proyeksiyalı)
2.1.160	Rentgenoqrafiya tək anatomik nahiyə
2.1.161	Tam skelet sisteminin rentgeni
2.1.162	Tam onurğa (skolioz filmi)
2.1.163	Densitometriya, total
2.1.164	Densitometriya, hissəvi
2.1.165	Udlaq-qırtlağın rentgenoskopiyası və rentgenoqrafiyası
2.1.166	Farinqo-ezofaqoqrafiya
2.1.167	Ezofaqoqrafiya
2.1.168	Mədə-duodenum
2.1.169	Mədə-duodenum ikili kontrast
2.1.17	Orbita rentgenoqrafiyası (iki proyeksiyalı)
2.1.170	Flüoroqrafiya
2.1.171	Ağciyərlərin rentgenoskopiyası
2.1.172	Mammoqrafiya (bilateral)
2.1.173	Mammoqrafiya (unilateral)
2.1.174	Məmənin duktoqrafik (qalaktoqrafik) müayinəsi
2.1.175	Qarın boşluğunun rentgenoqrafiyası (yataraq)
2.1.176	Qarın boşluğunun rentgenoqrafiyası (ayaqda)
2.1.177	Rentgenoskopiya
2.1.178	Defekoqrafiya
2.1.179	Fistuloqrafiya
2.1.18	Optik foramen rentgenoqrafiyası (bir proyeksiyalı)
2.1.180	Farinqoqrafiya
2.1.181	Ezofaqus-mədə-duodenum (EMD)
2.1.182	Ezofaqus-mədə-duodenum (EMD) ikili kontrast
2.1.183	İrriqoskopiya
2.1.184	İrriqoskopiya ikili kontrast
2.1.185	Parotid sialoqrafiyası (birtərəfli)
2.1.186	Submandibular sialoqrafiya (birtərəfli)
2.1.187	Yoğun bağırsağın kontrastla müayinəsi, per os
2.1.188	İncə bağırsağın pasajı
2.1.189	IV pieloqrafiya (IVP)
2.1.19	Kəllə sümüklərinin rentgenoqrafiyası (ön-arxa iki proyeksiyalı)
2.1.190	IV pieloqrafiya (IVP), postvoidinq
2.1.191	Retroqrad, assendan pieloqrafiya
2.1.192	Retroqrad sistoqrafiya
2.1.193	Sistoqrafiya (dolu, boş)
2.1.194	Voidinq sisto, uretroqrafiya
2.1.195	Retroqrad uretroqrafiya
2.1.196	Uretrosistoqrafiya, retroqrad-assendan
2.1.197	Histerosalpinqoqrafiya
2.1.198	Dakriosistoqrafiya
2.1.199	Bronxoqrafiya
2.1.2	Həkim məsləhət komissiyasının (HMK) rəyi
2.1.20	Kəllə sümüklərinin rentgenoqrafiyası (ön-arxa bir proyeksiyalı)
2.1.200	Artroqrafiya
2.1.201	Hamiləliyin USM ilə təyini (7 həftəsinə kimi)
2.1.202	Hamiləlik USM (7-20 həftəsinə kimi)
2.1.203	Hamiləlik USM, Obstetrik doppler müayinəsi (20 həftədən sonra)
2.1.204	Hamiləlik USM (20 həftədən sonra)
2.1.205	Ginekoloji USM (transabdominal)
2.1.206	Ginekoloji USM (transvaginal)
2.1.207	Beyin USM
2.1.208	Tüpürcək vəzilərin USM
2.1.209	Qalxanabənzər vəzi USM
2.1.21	Submentovertikal rentgenoqrafiya
2.1.210	Toraks USM
2.1.211	Plevropulmonar döş qəfəsi USM
2.1.212	Süd vəziləri USM
2.1.213	Üst Abdomen USM
2.1.214	Tam Abdomen USM
2.1.215	Pelvik USM
2.1.216	Skrotal USM
2.1.217	Sümük-oynaq sistemi USM (bir nahiyə)
2.1.218	Oma oynağı USM (bilateral qarşılaşdırmalı)
2.1.219	Uroloji USM
2.1.22	Transorbital rentgenoqrafiya (bir proyeksiyalı)
2.1.220	Elastometriya
2.1.221	Dərialtı səthi toxumaları USM
2.1.222	Periferik limfa düyünlərinin USM (bir nahiyə)
2.1.223	Transrektal USM
2.1.224	Transfontanel USM
2.1.225	Neyrosonoqrafiya
2.1.226	USM (çox sahə)
2.1.227	USM tək anatomik nahiyə (orqan)
2.1.228	Karotid arteriya (bilateral) rəngli doppler müayinəsi
2.1.229	Qalxanabənzər vəzin rəngli doppler müayinəsi
2.1.23	Sella spot rentgenoqrafiyası (bir proyeksiyalı)
2.1.230	Jugular venaların rəngli doppler müayinəsi
2.1.231	Renal (bilateral) rəngli doppler müayinəsi
2.1.232	Süd vəzinin (bilateral) rəngli doppler müayinəsi
2.1.233	Abdominal rəngli doppler müayinəsi
2.1.234	Skrotum rəngli doppler müayinəsi
2.1.235	Bilateral vertebral arteriyanın rəngli doppler müayinəsi
2.1.236	Aşağı ətraf venalarının rəngli doppler müayinəsi (tək tərəf)
2.1.237	Aşağı ətraf arteriyalarının rəngli doppler müayinəsi (tək tərəf)
2.1.238	Yuxarı ətrafların venalarının rəngli doppler müayinəsi (tək tərəf)
2.1.239	Yuxarı ətrafların arteriyalarının rəngli doppler müayinəsi (tək tərəf)
2.1.24	Gicgah-çənə oynağı rentgenoqrafiyası (ağız açıq, sağ; bir proyeksiyalı)
2.1.240	Portal vena sisteminin rəngli doppler müayinəsi
2.1.241	Tək orqan (nahiyə) rəngli doppler müayinəsi
2.1.242	Orbita KT
2.1.243	Beyin KT (aksial və ya koronal və ya sagital)
2.1.244	Hipofiz KT
2.1.245	Burun-udlaq KT
2.1.246	Paranazal sinuslar KT
2.1.247	Qırtlaq KT
2.1.248	Gicgah-çənə oynağı KT
2.1.249	Gicgah sümüyü KT
2.1.25	Gicgah-çənə oynağı rentgenoqrafiyası (ağız bağlı, sağ; bir proyeksiyalı)
2.1.250	Boyun KT
2.1.251	Çiyin KT
2.1.252	Döş qəfəsi KT
2.1.253	Onurğa sütunu boyun nahiyəsi disk aralığı (üç disk aralığı) KT
2.1.254	Onurğa sütunu döş nahiyəsi disk aralığı (üç disk aralığı) KT
2.1.255	Onurğa sütunu bel və oma disk aralığı (üç disk aralığı) KT
2.1.256	Əl-bilək KT
2.1.257	Dirsək KT
2.1.258	Oma-qalça oynağı KT
2.1.259	Bud-çanaq oynağı KT
2.1.26	Gicgah-çənə oynağı rentgenoqrafiyası (ağız açıq, sol; bir proyeksiyalı)
2.1.260	Diz KT (bir tərəf)
2.1.261	Ayaq KT (bir tərəf)
2.1.262	Dinamik KT
2.1.263	KT altında diaqnostik müdaxilələr
2.1.264	Volumetriya KT (qaraciyər)
2.1.265	Böyrəküstü vəzi KT
2.1.266	Sidik sistemi KT
2.1.267	Yuxarı qarın boşluğu KT
2.1.268	Aşağı qarın boşluğu KT
2.1.269	Tam qarın boşluğu KT
2.1.27	Gicgah-çənə oynağı rentgenoqrafiyası (ağız bağlı, sol; bir proyeksiyalı)
2.1.270	Çanaq KT
2.1.271	KT ilə 3 ölçülü (3D) görüntüləmə (MD)
2.1.272	Fəqərələrin (4 ədəd) 3 ölçülü (3D) KT
2.1.273	Onurğa sütunu, tam KT
2.1.274	KT ilə virtual endoskopiya (MD)
2.1.275	Dinamik KT, birfazalı, ikifazalı müayinə (MD)
2.1.276	Maksillofasial nahiyəsinin KT (MD)
2.1.277	Qırtlaq KT multidetektor (MD) və ya spiral (S) KT cihazı ilə
2.1.278	KT ilə perfuziya (MD)
2.1.279	KT ilə virtual kolonoskopiya (MD)
2.1.28	Boyun fəqərələri rentgenoqrafiyası (ön-arxa; bir proyeksiyalı)
2.1.280	Kantidativ KT (kalsium skorlama) (MD)
2.1.281	Sisterno KT (mədəciklər)
2.1.282	Sisterno KT (paranazal sinuslar)
2.1.283	Sisterno KT (gicgah sümüyü akustik kan)
2.1.284	KT tək anatomik nahiyə
2.1.285	KT angioqrafiya, tək anatomik nahiyə (MD)
2.1.286	KT angioqrafiya (3D), tək anatomik nahiyə (MD)
2.1.287	Orbita MRT
2.1.288	Beyin MRT
2.1.289	Hipofiz MRT
2.1.29	Boyun fəqərələri rentgenoqrafiyası (lateral; bir proyeksiyalı)
2.1.290	Burun udlaq MRT
2.1.291	Paranazal sinuslar MRT
2.1.292	Qırtlaq MRT
2.1.293	Gicgah - alt çənə oynağı MRT (bir tərəf)
2.1.294	Gicgah - alt çənə oynağı kinematik MRT (iki tərəf)
2.1.295	Gicgah sümüyü MRT (iki tərəf)
2.1.296	Boyun MRT
2.1.297	Boyun fəqərələri MRT
2.1.298	Döş fəqərələri MRT
2.1.299	Çiyin MRT (bir tərəf)
2.1.3	Daxili konsultasiya
2.1.30	Boyun fəqərələri rentgenoqrafiyası (oblik, sağ; bir proyeksiyalı)
2.1.300	Dirsək MRT (bir tərəf)
2.1.301	Əl, əl-bilək MRT (bir tərəf)
2.1.302	Bel-oma fəqərələri MRT
2.1.303	Oma-qalça oynağı MRT
2.1.304	Bud-çanaq oynağı MRT
2.1.305	Ayaq MRT (bir tərəf)
2.1.306	Bud MRT (bir tərəf)
2.1.307	Baldır MRT (bir tərəf)
2.1.308	Diz MRT (bir tərəf)
2.1.309	Pəncə MRT (bir tərəf)
2.1.31	Boyun fəqərələri rentgenoqrafiyası (oblik, sol; bir proyeksiyalı)
2.1.310	Topuq MRT (bir tərəf)
2.1.311	Böyrəküstü vəzlər MRT
2.1.312	Fetal MRT
2.1.313	Ürək MRT
2.1.314	Ürək MRT, canlı toxuma - 'Viability' dəyərləndirmə
2.1.315	Üst qarın boşluğu MRT
2.1.316	Alt qarın boşluğu MRT
2.1.317	Tam qarın boşluğu MRT
2.1.318	Çanaq MRT
2.1.319	Onurğa sütunu, tam MRT
2.1.32	Boyun fəqərələri rentgenoqrafiyası (iki proyeksiyalı)
2.1.320	MRT (tək anatomik nahiyə)
2.1.321	Kontrastlı MRT angioqrafiya (toraks) (döş qəfəsi MR kontrast ilə)
2.1.322	Kontrastlı MRT angioqrafiya (abdomen) (üst abdomen MR kontrast ilə)
2.1.323	Kontrastlı MRT angioqrafiya (karotid) (MR angioqrafiyası kontrast ilə)
2.1.324	MR angioqrafiyası (tək anatomik nahiyə)
2.1.325	Kontrastlı müayinənin kontrastsız müayinədən fərqi
2.1.326	Göz müayinəsi paketi (Vizometriya, Aftorefraktometriya, Göz təzyiqinin yoxlanılması)
2.1.327	Kompyüterlə görmə sahəsi müayinəsi (iki göz)
2.1.328	Biometriya (iki göz)
2.1.329	USM (iki göz)
2.1.33	Boyun fəqərələri rentgenoqrafiyası (dörd proyeksiyalı)
2.1.330	Kompyüterlə görmə sahəsi müayinəsi, USM və biometriya iki göz, eynək müayinəsi
2.1.331	Ekzoftalmometriya (iki göz)
2.1.332	Rəng hissinin müayinəsi (iki göz)
2.1.333	Sinoptofor müayinəsi (hər bir seansı)
2.1.334	Optik koherent tomoqrafiya (OKT)
2.1.335	Ön seqmentin rəngli şəkli (tək göz)
2.1.336	Arxa seqmentin rəngli şəkli (tək göz)
2.1.337	Endotelial biomikroskopiya (iki göz)
2.1.338	Ön seqmentin rəngli şəkli və arxa seqment fundus rəngli şəkli
2.1.339	Şirmer testi
2.1.34	Döş qəfəsi rentgenoqrafiyası (ön-arxa; bir proyeksiyalı)
2.1.340	Pakimetriya (iki göz)
2.1.341	Pnevmotonometriya (göz təzyiqinin ölçülməsi, iki göz)
2.1.342	İntravitreal punksiya
2.1.343	İntravitreal inyeksiya, Avastin
2.1.344	Terapevtik maddənin retrobulbar inyeksiyası
2.1.345	Parabulbar inyeksiya
2.1.346	Subtenon inyeksiya
2.1.347	Subkonyuktival inyeksiya
2.1.348	Avtorefraktometriya (iki göz)
2.1.349	Eynək müayinəsi
2.1.35	Lateral döş qəfəsi rentgenoqrafiyası (sol bir proyeksiyalı)
2.1.350	Korneanın debridmanı (epiteliyin təmizlənməsi)
2.1.351	Göz yaşı kanalının yuyulması (iki göz)
2.1.352	Göz yaşı kanalının testi (iki göz)
2.1.353	Göz yaşı kanalının açılması, uşaqlarda
2.1.354	Keratopoqrafiya (iki göz)
2.1.355	Fluorescein fundus angioqrafiya (FFA)
2.1.356	Göz dibinin müayinəsi (iki göz)
2.1.357	Göz zədələri və yanıqlar zamanı ilk yardım
2.1.358	Göz qapaqlarının masajı, iki göz (bir seans)
2.1.359	Xalazion zamanı inyeksiya
2.1.36	Lateral döş qəfəsi rentgenoqrafiyası (sağ bir proyeksiyalı)
2.1.360	Yenidoğulmuşlarda ROP müayinəsi
2.1.361	Qonioskopiya (iki göz)
2.1.362	Göz qapağında kəsiyin aparılması
2.1.363	Göz qapağı kənarının kəsilməsi
2.1.364	Göz qapağının biopsiyası
2.1.365	Göz yaşı vəzisinin biopsiyası
2.1.366	Göz yaşı kisəsinin biopsiyası
2.1.367	Göz yaşı dəliyinin zondlanması
2.1.368	Göz yaşı kanalının zondlanması
2.1.369	Nazolakrimal axarının zondlanması
2.1.37	Lateral döş qəfəsi rentgenoqrafiyası birtərəfli (iki proyeksiyalı)
2.1.370	Göz yaşı kəsiciyi və göz yaşı axarlarında kəsiyin aparılması
2.1.371	Göz yaşı dəliyinin obliterasiyası
2.1.372	Konyuktivadan pərçimlənmiş yad cismin kəsik vasitəsilə çıxarılması
2.1.373	Konyuktivanın biopsiyası
2.1.374	Buynuz qişadan pərçimlənmiş yad cismin maqnit vasitəsilə çıxarılması
2.1.375	Yaxma və ya kulturanın alınması üçün buynuz qişanın qaşınması
2.1.376	Buynuz qişanın biopsiyası
2.1.377	Radial keratotomiya
2.1.378	Gözün ön seqmentindən intraokulyar yad cismin çıxarılması
2.1.379	Gözün ön kamerasının diaqnostik aspirasiyası
2.1.38	Oblik döş qəfəsi rentgenoqrafiyası (sağ bir proyeksiyalı)
2.1.380	Qüzehli qişanın biopsiyası
2.1.381	Qüzehli qişanın, siliar cism, sklera və ön kameranın digər diaqnostik prosedurları
2.1.382	Qoniotomiya aparılmadan qoniopunksiya
2.1.383	Skleral fistulizasiya prosedurunun əməliyyatdan sonrakı reviziyası
2.1.384	Ön kameranın terapevtik evakuasiyası (Ön kameranın parasentezi)
2.1.385	Spirometriya
2.1.386	Provokasiyalı tənəffüs testləri
2.1.387	Torakoskopiya
2.1.388	Plevrodez
2.1.389	Bronxoskopiya
2.1.39	Oblik döş qəfəsi rentgenoqrafiyası (sol bir proyeksiyalı)
2.1.390	Bronxoskopiya, biopsiya
2.1.391	Bronxoskopiya, yad cismin çıxarılması
2.1.392	Bronxoskopiya, biopsiya və bronxial lavaj (yumşaq)
2.1.393	Bronxoskopiya, selektiv bronxoskopiya (yumşaq)
2.1.394	Bronxoskopiya, bronxo alveolyar lavaj (yumşaq)
2.1.395	Plevra boşluğunun lavajı (təmizlənməsi)
2.1.396	Döş qəfəsi daxili təzyiqin ölçülməsi
2.1.397	Plevra boşluğunun drenajı
2.1.398	Plevra boşluğundan hava aspirasiyası (pnevmotoraks)
2.1.399	Larinqoskopiya
2.1.4	'Kontrol müayinə (21 gün)' - 21 gün ərzində sığortaolunanın eyni ixtisaslı həkimə eyni səbəbdən ambulator tibbi xidmətə görə təkrar məsləhət və müayinə üçün müraciəti
2.1.40	Döş fəqərələri rentgenoqrafiyası (ön-arxa; iki proyeksiyalı)
2.1.400	Timpanometriya
2.1.401	Saf səs audiometriya
2.1.402	Qulaq kiri tıxacı (yuyulma və manipulyasiya)
2.1.403	Ventilyasiya borusunun çıxarılması
2.1.404	Otoakustik emissiya
2.1.405	Perforasion təbil pərdəsinin kənarlarının yandırılması
2.1.406	Burun boşluğundan arxa tamponun çıxarılması
2.1.407	Paranazal punksiya (bir tərəf)
2.1.408	Perforasiyalı təbil pərdəsinin təmiri
2.1.409	Qulaq arxası inyeksiyasının olunması
2.1.41	Döş fəqərələri rentgenoqrafiyası (ön-arxa; bir proyeksiyalı)
2.1.410	Orta qulaq inyeksiyasının olunması
2.1.411	Burun boşluğunda qanayan sahənin yandırılması (elektrokoaqulyasiya)
2.1.412	Traxeostomiya borusunun çıxarılması
2.1.413	Udlağa dərman maddələrinin sürtülməsi
2.1.414	Təbil pərdəsinə t-tüpün qoyulması
2.1.415	Xarici qulaq keçəcəyi furunkulunun açılması
2.1.416	Lakunaların yuyulması (1 seans)
2.1.417	Burun arakəsməsi absesin açılması
2.1.418	Burun furunkulunun açılması
2.1.419	Otohematomanın punksiyası
2.1.42	Döş fəqərələri rentgenoqrafiyası (lateral; bir proyeksiyalı)
2.1.420	Endonazal inyeksiya (1 seans)
2.1.421	Orta burun keçəcəyinin anemizasiyası burun boşluğuna dərman maddələrinin yeridilməsi (1 seans)
2.1.422	Otoskopiya
2.1.423	Burunun endoskopiyası
2.1.424	Yevstax Borularının kateterizasiyası (5 seans)
2.1.425	Qırtlağa dərman maddələrinin tökülməsi
2.1.426	Udlaqarxası absesin açılması
2.1.427	Eşitmə cihazı tətbiqi
2.1.428	Yevstax borusunun funksiyasının təyini
2.1.429	Videolarinqostroboskopiya
2.1.43	Döş fəqərələri rentgenoqrafiyası (oblik, sağ; bir proyeksiyalı)
2.1.430	Politser üsulu ilə hava üfürülməsi
2.1.431	Burun boşluğunun yuyulması
2.1.432	Qranulaların yandırılması
2.1.433	Peretonzilyar absesin açılması
2.1.434	Səs protezinin salınması və ya dəyişdirilməsi
2.1.435	Səs protezinin çıxarılması
2.1.436	Səs protezinin təmizlənməsi
2.1.437	Audiometriya, Timpanometriya
2.1.438	Nazoqastral kateter qoyulması
2.1.439	Ən azı 12 aparmalı elektrokardioqram (EKQ) qeydi, izah və nəticə
2.1.44	Döş fəqərələri rentgenoqrafiyası (oblik, sol; bir proyeksiyalı)
2.1.440	Kardiovaskulyar stress test - treadmill, veloerqometr, farmakoloji
