Id	Kodu	BolumTipiId	ParentId	Adi	BlokId	ServisKatId	IptalAciklamaId	IptalAciklamasi	OperationTypeId	CreatedByLoginId	CreatedDate	ModifiedByLoginId	ModifiedDate	State	RecordStamp	BolumAltTipiId	AyaktanEpikrizSablonId	YatanEpikrizSablonId	AyaktanOzetEpikrizSablonId	YatanOzetEpikrizSablonId	SGKHastaFarkOrani	IsRandevuVerilir	IsWebRandevuVerilir	SaglikTesisKodu	BolumSorumlusu	IrtibatTelefonu	VentilatorSayisi	KonsultasyonHizmetId	MasrafMerkeziId	IsAtolye	SKRSKlinikId	IsSGKHastaPayiAlınmayacak	IsSGKHastaPayiAlinmayacak	SKRSKodu	BransId	PrDefterBaslangicNo	PrDefterBitisNo	MerkezId	SenkronizasyonTarihi	SenkronizasyonLogId	RandevuCizelgeSuresi	KurumsuzMuayeneKontrolSuresi	IsNotIndirimOnayOtomatik	YabanciAd	MuayeneFormKodu	BolumTIGId	KisaAd	IsKurumsuzKontroldeAyriProtokolAcilsin	IsKatilimPayindanMuaf	IsEpikriziBolumeOzel	HastaneCariId	ENabizSaglikTesisiId	Aciklama	TeleTipKurumKodu	IsKDVsizFaturaKesilemesin	RandevuAciklamasi	SubeId	ISPandemiKlinigi	PandemiKlinigiYatakTuruId	IsFiyatTeklifVerenBolum	MobileId	IsIlkTaniTarihiKontroluYapilsin	AlternatifAd
58	58	1		Göz Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1235						83								True														167				58		
59	59	1		İç Hastalıkları Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1237						66								True														167				59		
60	60	1		Kadın Hastalıkları ve Doğum Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1238						84								True														167				60		
61	61	1		Kalp ve Damar Cerrahisi	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1239						77								True														167				61		
62	62	1		Kardiyoloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1240						67								True														167				62		
63	63	1		KBB Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1243						82								True														167				63		
64	64	1		Nefrolofi Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1245						97								True														167				64		
65	65	1		Nöroloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1246						69								True														167				65		
66	66	1		Onkoloji	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												130								True														167				66		
67	67	1		Ortopedi Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1248						80								True														167				67		
68	68	1		Plastik Cerrahi Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1534						79								True														167				68		
69	69	1		Üroloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1261						81								True														167				69		
72	72	1		Laboratuvar	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	True												13								True														167				72		
73	73	1		Laboratuar Ekip	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1311						13								True														167				73		
77	77	1		MRI	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1314						131								True														167				77		
78	78	1		Nükleer Tıp	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1312						135								True														167				78		
122	122	1		Radyoloji	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1314						131								True														167				122		
132	132	1		Hemşire	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				132		
184	184	1		Radyasyon Onkolojisi	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	False												130								True														167				184		
185	185	1		Radyasyon Onkolojisi	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1254						130								True														167				185		
186	186	1		Radyasyon Onkolojisi	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	False												130								True														167				186		
187	187	1		Tibbi Genetika	0				54	1	13.01.2020 14:48:07	4576171	3.01.2022 13:06:41	1	System.Byte[]		1	2	11	12		True	True					100024	1307					148	118							14	True	Genetic													167			True	187		
189	189	1		Ailə Həkimi	0				54	1	13.01.2020 14:48:07	272586819	14.02.2025 12:09:08	1	System.Byte[]		1	2	11	12		True	True					100024	1217					101	85							14	True	Family Medicine													167			True	189		
190	190	1		Genetik	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1307						118								True														167				190		
191	191	1		Onkoloji Poliklinikler	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												130								True														167				191		
192	192	1		Kemoterapi(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:23:56	0	System.Byte[]							True	False						1237						66								True														167				192		
244	244	1		7. Kat	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												74								True														167				244		
341	341	1		Genel YB	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1460						92								True														167				341		
344	344	1		Endokrinologiya 	0				54	1	13.01.2020 14:48:07	95120779	30.01.2024 14:14:44	1	System.Byte[]		1	2	11	12		True	True					100024	1227					139	96							14	True	Endocrinology													167			True	344		
345	345	1		Revmatologi	0				54	1	13.01.2020 14:48:07	40522333	2.03.2023 16:24:54	1	System.Byte[]		1	2	11	12		True	True					100024	1255					180	98							21	True	Rheumatology													167			True	345		
346	346	1		Ortopedi ve Travmatoloji(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:24:34	0	System.Byte[]							True	False						1248						80								True														167				346		
347	347	1		Kulak Burun Boğaz Hastalıkları(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:24:01	0	System.Byte[]							True	False						1243						82								True														167				347		
348	348	1		Üroloji(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:26:24	0	System.Byte[]							True	False						1261						81								True														167				348		
349	349	1		Kadın Hastalıkları ve Doğum(Onk.) 	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:11:04	0	System.Byte[]							True	False						1238						84								True														167				349		
350	350	1		Genel Cerrahi(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:08:48	0	System.Byte[]							True	False						1231						74								True														167				350		
351	351	1		Beyin Cerrahisi(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:06:42	0	System.Byte[]							True	False						1221						78								True														167				351		
352	352	1		Göğüs Cerrahisi(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:10:26	0	System.Byte[]							True	False						1233						76								True														167				352		
353	353	1		Medical Onkoloji(Onk.)	0				88	1	21.11.2020 18:00:54			0	System.Byte[]		1	2	11	12		False	False																				True														167				353		
354	354	1		Radyasyon Onkolojisi(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:25:22	0	System.Byte[]							True	True						1254						130								True														167				354		
355	355	1		Onkoloji Klinikler	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												130								True														167				355		
356	356	1		Beyin Cerrahisi (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1221						78								True														167				356		
357	357	1		Genel Cerrahi (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1231						74								True														167				357		
358	358	1		Göğüs Cerrahisi (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1233						76								True														167				358		
359	359	1		Kadın Hastalıkları ve Doğum (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1238						84								True														167				359		
360	360	1		Kulak Burun Boğaz Hastalıkları (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1243						82								True														167				360		
361	361	1		Medikal Onkoloji (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1237						66								True														167				361		
362	362	1		Ortopedi Ve Travmatoloji (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1248						80								True														167				362		
363	363	1		Radyasyon Onkolojisi (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1254						130								True														167				363		
364	364	1		Üroloji (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1261						81								True														167				364		
365	365	1		11 DOĞUMHANE 1	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				365		
366	366	1		12 DOĞUMHANE 2	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				366		
369	369	1		ONKOLOJİ Hasta Kayıt	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1254						130								True														167				369		
370	370	1		ONKOLOJİ Hasta Danışmanı	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1254						130								True														167				370		
371	371	1		Enjeksiyon	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:08:30	0	System.Byte[]							True	False												66								True														167				371		
372	372	1		O3. Kat	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												66								True														167				372		
385	385	1		Check Up	0				54	1	13.01.2020 14:48:07	480224896	30.04.2026 12:06:35	1	System.Byte[]		1	2	11	12		True	True					100024	1269					157	18							9	True	Check Up													167			True	385		Check--UP
386	386	1		Ağrı Polikliniği	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:10:52	1	System.Byte[]		1	2	11	12		True	False					100024	74					105	129							9	True														167			True	386		
387	387	1		Odyometri	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												82								True														167				387		
388	388	1		Odyometri	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:24:19	0	System.Byte[]							True	False						1243						82								True														167				388		
389	389	1		Uşaq Kardiologiya	0				54	1	13.01.2020 14:48:07	272586819	14.02.2025 11:51:52	1	System.Byte[]		1	2	11	12		True	True					100024	1240					126	93							14	True	Pediatric Cardiology													167			True	389		
390	390	1		Çocuk Kardiyoloji	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	False												93								True														167				390		
391	391	1		Çocuk Kardiyoloji	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1240						93								True														167				391		
399	399	1		Ağrı Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						74						66								True														167				399		
401	401	1		Hematologiya	0				54	1	13.01.2020 14:48:07	4576171	3.01.2022 13:08:04	1	System.Byte[]		1	2	11	12		True	True					100024	1236					155	101							21	True	Hematology													167			True	401		
402	402	1		Acil (P)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:06:29	0	System.Byte[]							True	False						1217						3								True														167				402		
403	403	1		Psixoloq	0				54	1	13.01.2020 14:48:07	392742849	2.10.2025 15:38:46	1	System.Byte[]		1	2	11	12		True	True					100024	1253					181	26							0	True	Psychologist													167			True	403		
406	406	1		Damar Cerrahisi	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:07:32	0	System.Byte[]							True	True						1239						32								True														167				406		
407	407	1		Psikolog(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:24:52	0	System.Byte[]							True	False						1253						70								True														167				407		
408	408	1		Psikolog (Onk.)	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1253						70								True														167				408		
409	409	1		Girişimsel Radyoloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1314						133								True														167				409		
410	410	1		Pediatri Hematolojisi(Onk.)	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:24:40	0	System.Byte[]							True	False						1236						101								True														167				410		
411	411	1		Pediatri Hematolojisi	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1236						101								True														167				411		
412	412	1		Aile Hekimliği Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1217						85								True														167				412		
413	413	1		Radyoloji Hasta Kayıt	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												131								True														167				413		
415	415	1		Uşaq Hematologiya və Onkologiyası	0				54	1	13.01.2020 14:48:07	40522333	3.03.2023 10:53:49	1	System.Byte[]		1	2	11	12		True	True					100024	1265					123	110							14	True	Pediatric Hematology													167			True	415		
418	418	1		Anestezi ve Reanimasyon 	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	False												92								True														167				418		
425	425	1		Sağlam Həyat	0				54	1	13.01.2020 14:48:07	272075481	13.02.2025 14:40:26	1	System.Byte[]		1	2	11	12		True	True					100024	1360					197	5			9921				14	True														167				425		
438	438	1		Tüp Bebek	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				438		
442	442	1		Süni Mayalanma	0				54	1	13.01.2020 14:48:07	48793563	12.05.2023 14:50:10	1	System.Byte[]		1	2	11	12		True	True					100024	1259					161	171							14	True	IVF													167			True	442		
443	443	1		Tüp Bebek_Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1259						171								True														167				443		
448	448	1		Nükleer Tıp	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												135								True														167				448		
456	456	1		İyot Odası	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												130								True														167				456		
458	458	1		Nüvə Təbabəti	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:18:28	1	System.Byte[]		1	2	11	12		True	False					100024	1312					169	135							14	True	Nuclear medicine													167			True	458		
460	460	1		Laboratoriya	0				54	1	13.01.2020 14:48:07	232646978	4.12.2024 12:35:39	1	System.Byte[]		1	12	11	12		False	True					100024	1311					186	4							14	True					True									167			True	460		
464	464	1		Saç Nakli Merkezi	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1256						27								True														167				464		
473	473	1		Saç Nakli Merkezi.	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1256						27								True														167				473		
481	481	1		Çocuk Psikiyatri Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False						1224						71								True														167				481		
483	483	1		Kosmetoloq	0				54	1	13.01.2020 14:48:07	483893094	22.05.2026 10:52:24	1	System.Byte[]		1	2	11	12		True	True					100024	1525					136	287							14	True	Medical aesthetic													167			True	483		
490	490	1		Radiologiya	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:13:43	1	System.Byte[]		1	2	11	12		True	True					100024	1314					178	131							14	True	Radiology													167			True	490		
491	491	1		Genetik Laboratuarı	0		36		54	1	13.01.2020 14:48:07	208444	13.01.2020 16:09:26	0	System.Byte[]							True	False												118								True														167				491		
510	510	1		Radyoloji Klinik	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												131								True														167				510		
512	512	1		Uşaq Nefrologiyası	0				54	1	13.01.2020 14:48:07	40522333	3.03.2023 10:54:13	1	System.Byte[]		1	2	11	12		True	True					100024	1223					128	111							14	True	Pediatric Nephrology													167			True	512		
513	513	1		Çocuk Nefrolojisi	0				54	1	13.01.2020 14:48:07			0	System.Byte[]							True	True												111								True														167				513		
514	514	1		Çocuk Nefrolojisi	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	True												111								True														167				514		
533	533	1		Tüp Bebek	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				533		
551	551	1		11 Doğumhane 1	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				551		
552	552	1		12 Doğumhane 2	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				552		
559	559	1		Uşaq və Yeniyetmə Psixologiyası	0		36		54	1	13.01.2020 14:48:07	40522333	3.03.2023 10:54:41	1	System.Byte[]		1	2	11	12		True	True					100024	1365					134	121							14	True	Pediatric Psychiatry													167			True	559		
564	564	1		10. Kat	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												84								True														167				564		
632	632	1		Başhekimlik	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				632		
642	642	1		Əl və Ayaq Sağlamlığı	0				54	1	13.01.2020 14:48:07	133425523	31.05.2024 11:23:26	1	System.Byte[]		1	2	11	12		True	True					100024	1295					101	79							14	True														167			True	642		
679	1001	1		Endokrinoloji ve Metabolizma Hast. Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												66								True														167				679		
680	1002	1		Romatoloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												66								True														167				680		
685	1003	1		İyot Odası	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												130								True														167				685		
686	1004	1		İyot Odası	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												130								True														167				686		
721	1005	1		Nükleer Tıp Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												135								True														167				721		
722	1006	1		Damar Cerrahi Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												32								True														167				722		
723	1007	1		Uşaq inkişafı	0				54	1	13.01.2020 14:48:07	40522333	3.03.2023 10:53:43	1	System.Byte[]		1	2	11	12		True	True					100024	1224					132	41							14	True	Child Development Specialization													167			True	723		
724	1008	1		Hematoloji Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												66								True														167				724		
725	725	1		Tıbbi Onkoloji	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				725		
726	726	1		Tıbbi Onkoloji	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				726		
727	727	1		Yeni Doğan Yoğun Bakım	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				727		
737	1009	1		Dəri və Zöhrəvi Xəstəliklər	0		36		54	1	13.01.2020 14:48:07	40522333	2.03.2023 16:19:52	1	System.Byte[]							True	False					100024	1226					136	34							14	True	Skin and Venereal Diseases													167				737		
748	748	1		Tüp Bebek	0				88	1	3.02.2021 11:33:10			0	System.Byte[]		1	2	11	12		False	False																				True														167				748		
755	1010	1		Psikiyatri Kliniği	0				54	1	21.01.2020 15:48:38			0	System.Byte[]							True	False												70								True														167				755		
